武器種,名前,レア度,スロット1,スロット2,スロット3,入手時期,表示攻撃力,防御ボーナス,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,スキル系統6,スキル値6,スキル系統7,スキル値7,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,仮番号
狩猟笛,クイーンリコーダー,0,3,2,1,0,200,0,会心撃【特殊】,3,毒ダメージ強化,1,,,,,,,,,,,,,,,,,,,
狩猟笛,ホーン＝アルジャナルⅠ,0,2,1,0,0,180,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
狩猟笛,護雷笛ホーンガルデ,0,3,2,1,0,210,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
狩猟笛,フレイムフラップⅠ,0,2,1,0,0,180,0,超会心,3,,,,,,,,,,,,,,,,,,,,,
狩猟笛,火竜笛アンビシオン,0,3,2,1,0,200,0,超会心,3,,,,,,,,,,,,,,,,,,,,,
狩猟笛,サウンドofクライⅠ,0,3,2,0,0,170,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
狩猟笛,サウンドofソロウ,0,3,2,1,0,200,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
狩猟笛,アルシュシビーロスⅠ,0,3,2,0,0,190,0,ＫＯ術,2,笛吹き名人,2,,,,,,,,,,,,,,,,,,,
狩猟笛,ソニックホルンⅠ,0,0,0,0,0,90,0,剛刃研磨,1,,,,,,,,,,,,,,,,,,,,,
狩猟笛,ソニックホルンⅡ,0,0,0,0,0,120,0,剛刃研磨,2,砥石使用高速化,1,,,,,,,,,,,,,,,,,,,
狩猟笛,ソニックホルンⅢ,0,2,1,0,0,150,0,剛刃研磨,2,砥石使用高速化,1,,,,,,,,,,,,,,,,,,,
狩猟笛,ソニックホルンⅣ,0,3,2,0,0,180,0,剛刃研磨,3,砥石使用高速化,1,,,,,,,,,,,,,,,,,,,
狩猟笛,ロイヤルビードロー,0,3,2,1,0,200,0,剛刃研磨,3,砥石使用高速化,2,,,,,,,,,,,,,,,,,,,
狩猟笛,アーティアサウンドⅠ,0,2,2,2,0,170,0,,,,,,,,,,,,,,,,,,,,,,,
狩猟笛,アーティアサウンドⅡ,0,2,2,2,0,180,0,,,,,,,,,,,,,,,,,,,,,,,
狩猟笛,オミリティカ,0,3,3,3,0,190,0,,,,,,,,,,,,,,,,,,,,,,,
狩猟笛,エスペラホルン,0,3,2,1,0,210,0,砥石使用高速化,2,見切り,2,,,,,,,,,,,,,,,,,,,
狩猟笛,闢轟笛ホンガタピリ,0,3,2,1,0,240,0,ＫＯ術,2,笛吹き名人,1,,,,,,,,,,,,,,,,,,,
狩猟笛,鎖刃笛ギャラハッド,0,3,2,1,0,210,0,ＫＯ術,2,笛吹き名人,2,,,,,,,,,,,,,,,,,,,
ランス,ホープランスⅠ,0,0,0,0,0,90,0,,,,,,,,,,,,,,,,,,,,,,,
ランス,ホープランスⅡ,0,0,0,0,0,100,0,砥石使用高速化,1,,,,,,,,,,,,,,,,,,,,,
ランス,ホープランスⅢ,0,0,0,0,0,130,0,砥石使用高速化,1,見切り,1,,,,,,,,,,,,,,,,,,,
ランス,ホープランスⅣ,0,2,1,0,0,160,0,砥石使用高速化,2,見切り,1,,,,,,,,,,,,,,,,,,,
ランス,ホープランスⅤ,0,3,2,0,0,190,0,砥石使用高速化,2,見切り,1,,,,,,,,,,,,,,,,,,,
ランス,ボーンランスⅠ,0,0,0,0,0,110,0,ガード性能,1,,,,,,,,,,,,,,,,,,,,,
ランス,ボーンランスⅡ,0,0,0,0,0,130,0,ガード性能,1,攻撃,1,,,,,,,,,,,,,,,,,,,
ランス,ボーンランスⅢ,0,1,0,0,0,170,0,ガード性能,2,攻撃,1,,,,,,,,,,,,,,,,,,,
ランス,ボーンランスⅣ,0,2,1,0,0,200,0,ガード性能,3,攻撃,1,,,,,,,,,,,,,,,,,,,
ランス,ハードボーンランス,0,3,2,1,0,230,0,ガード性能,3,攻撃,1,,,,,,,,,,,,,,,,,,,
ランス,クロムドリルⅠ,0,0,0,0,0,120,0,ガード強化,1,,,,,,,,,,,,,,,,,,,,,
ランス,クロムドリルⅡ,0,1,0,0,0,160,0,ガード強化,2,,,,,,,,,,,,,,,,,,,,,
ランス,クロムドリルⅢ,0,2,1,0,0,190,0,ガード強化,2,,,,,,,,,,,,,,,,,,,,,
ランス,クロムランツェ,0,3,2,1,0,220,0,ガード強化,3,,,,,,,,,,,,,,,,,,,,,
ランス,ケマスランツァⅠ,0,0,0,0,0,100,0,ガード性能,1,,,,,,,,,,,,,,,,,,,,,
ランス,ケマスランツァⅡ,0,0,0,0,0,140,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ランス,ケマスランツァⅢ,0,2,1,0,0,170,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ランス,ケマスランツァⅣ,0,3,2,0,0,210,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ランス,炎尾槍カミネートー,0,3,2,1,0,240,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ランス,ラバラ・ロンスⅠ,0,0,0,0,0,100,0,抜刀術【技】,1,,,,,,,,,,,,,,,,,,,,,
ランス,ラバラ・ロンスⅡ,0,0,0,0,0,120,0,抜刀術【技】,1,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
ランス,ラバラ・ロンスⅢ,0,2,1,0,0,150,0,抜刀術【技】,1,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
ランス,ラバラ・ロンスⅣ,0,3,2,0,0,180,0,抜刀術【技】,2,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
ランス,刺花槍アヴィクリア,0,3,2,1,0,200,0,抜刀術【技】,2,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
ランス,バーラランスⅠ,0,0,0,0,0,110,0,攻めの守勢,1,,,,,,,,,,,,,,,,,,,,,
ランス,バーラランスⅡ,0,1,0,0,0,150,0,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,
ランス,バーラランスⅢ,0,2,1,0,0,160,0,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,
ランス,バーラランスⅣ,0,3,2,0,0,190,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ランス,沙海槍プラハヒレヤ,0,3,2,1,0,210,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ランス,闢荒槍Ⅰ,0,0,0,0,0,140,0,抜刀術【力】,1,,,,,,,,,,,,,,,,,,,,,
ランス,闢荒槍Ⅱ,0,1,1,0,0,180,0,抜刀術【力】,2,,,,,,,,,,,,,,,,,,,,,
ランス,闢荒槍Ⅲ,0,2,2,0,0,210,0,抜刀術【力】,3,,,,,,,,,,,,,,,,,,,,,
ランス,ププロピアサーⅠ,0,0,0,0,0,140,0,ガード強化,2,,,,,,,,,,,,,,,,,,,,,
ランス,ププロピアサーⅡ,0,2,1,0,0,170,0,ガード強化,2,,,,,,,,,,,,,,,,,,,,,
ランス,ププロピアサーⅢ,0,3,2,0,0,200,0,ガード強化,3,,,,,,,,,,,,,,,,,,,,,
ランス,ププロ槍テトロドクス,0,3,2,1,0,220,0,ガード強化,3,,,,,,,,,,,,,,,,,,,,,
ランス,レ・ガルガラハトⅠ,0,0,0,0,0,140,0,ガード性能,1,攻めの守勢,1,,,,,,,,,,,,,,,,,,,
ランス,レ・ガルガラハトⅡ,0,2,1,0,0,170,0,ガード性能,1,攻めの守勢,1,,,,,,,,,,,,,,,,,,,
ランス,レ・ガルガラハトⅢ,0,3,2,0,0,200,0,ガード性能,2,攻めの守勢,1,,,,,,,,,,,,,,,,,,,
ランス,煌雷槍ガルガラハト,0,3,2,1,0,220,0,ガード性能,2,攻めの守勢,1,,,,,,,,,,,,,,,,,,,
ランス,風月牙槍Ⅰ,0,0,0,0,0,140,0,ガード性能,2,飛燕,1,,,,,,,,,,,,,,,,,,,
ランス,風月牙槍Ⅱ,0,2,1,0,0,170,0,ガード性能,2,飛燕,1,,,,,,,,,,,,,,,,,,,
ランス,風月牙槍Ⅲ,0,3,2,0,0,200,0,ガード性能,3,飛燕,1,,,,,,,,,,,,,,,,,,,
ランス,風月牙槍ツキバミ,0,3,2,1,0,220,0,ガード性能,3,飛燕,1,,,,,,,,,,,,,,,,,,,
ランス,ヌ・アシミノクⅠ,0,1,0,0,0,170,0,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,
ランス,ヌ・アシミノクⅡ,0,3,2,0,0,210,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ランス,獄焔槍アシミノク,0,3,2,1,0,230,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ランス,護闢荒槍Ⅰ,0,1,0,0,0,180,0,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,
ランス,護闢荒槍Ⅱ,0,2,1,0,0,220,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ランス,護闢荒槍ガルグマニト,0,3,2,1,0,250,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ランス,アルラステイルⅠ,0,1,0,0,0,160,0,達人芸,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,
ランス,アルラステイルⅡ,0,2,1,0,0,180,0,達人芸,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,
ランス,シャイニングピラー,0,3,2,1,0,220,0,達人芸,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,
ランス,異界の旋火Ⅰ,0,1,0,0,0,140,0,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,
ランス,異界の旋火Ⅱ,0,2,1,0,0,170,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ランス,遺憾【リグレット】,0,3,2,1,0,210,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ランス,ガルシュランチェアⅠ,0,1,1,0,0,170,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ランス,ガルシュランチェアⅡ,0,2,2,0,0,210,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ランス,護鎖刃槍ガルシュマン,0,3,3,1,0,240,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ランス,豪槍グラビモスⅠ,0,2,1,0,0,210,0,ガード強化,3,,,,,,,,,,,,,,,,,,,,,
ランス,激槍グラビモス,0,3,2,1,0,250,0,ガード強化,3,,,,,,,,,,,,,,,,,,,,,
ランス,レッドテイルⅠ,0,2,1,0,0,190,0,超会心,3,,,,,,,,,,,,,,,,,,,,,
ランス,プロミネンスピラー,0,3,2,1,0,210,0,超会心,3,,,,,,,,,,,,,,,,,,,,,
ランス,シールドofアーネストⅠ,0,3,2,0,0,180,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
ランス,シールドofヒート,0,3,2,1,0,210,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
ランス,アルシュランチェアⅠ,0,3,2,0,0,200,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ランス,アーティアランスⅠ,0,2,2,2,0,170,0,,,,,,,,,,,,,,,,,,,,,,,
ランス,アーティアランスⅡ,0,2,2,2,0,180,0,,,,,,,,,,,,,,,,,,,,,,,
ランス,マテンロウ,0,3,3,3,0,190,0,,,,,,,,,,,,,,,,,,,,,,,
ランス,エスペラランス,0,3,2,1,0,210,0,砥石使用高速化,2,見切り,2,,,,,,,,,,,,,,,,,,,
ランス,闢荒槍ドビエラニト,0,3,3,1,0,240,0,抜刀術【力】,3,,,,,,,,,,,,,,,,,,,,,
ランス,鎖刃槍ボーマン,0,3,2,1,0,220,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ランス,パラディンランスⅠ,0,2,1,0,0,190,0,抜刀術【技】,3,ガード性能,1,,,,,,,,,,,,,,,,,,,
ランス,バベル,0,3,2,1,0,220,0,抜刀術【技】,3,ガード性能,1,,,,,,,,,,,,,,,,,,,
ガンランス,ホープガンランスⅠ,0,0,0,0,0,90,0,,,,,,,,,,,,,,,,,,,,,,,
ガンランス,ホープガンランスⅡ,0,0,0,0,0,100,0,砥石使用高速化,1,,,,,,,,,,,,,,,,,,,,,
ガンランス,ホープガンランスⅢ,0,0,0,0,0,130,0,砥石使用高速化,1,見切り,1,,,,,,,,,,,,,,,,,,,
ガンランス,ホープガンランスⅣ,0,2,1,0,0,160,0,砥石使用高速化,2,見切り,1,,,,,,,,,,,,,,,,,,,
ガンランス,ホープガンランスⅤ,0,3,2,0,0,190,0,砥石使用高速化,2,見切り,1,,,,,,,,,,,,,,,,,,,
ガンランス,骨銃槍Ⅰ,0,0,0,0,0,110,0,ガード性能,1,,,,,,,,,,,,,,,,,,,,,
ガンランス,骨銃槍Ⅱ,0,0,0,0,0,130,0,ガード性能,1,攻撃,1,,,,,,,,,,,,,,,,,,,
ガンランス,骨銃槍Ⅲ,0,1,0,0,0,170,0,ガード性能,2,攻撃,1,,,,,,,,,,,,,,,,,,,
ガンランス,骨銃槍Ⅳ,0,2,1,0,0,200,0,ガード性能,3,攻撃,1,,,,,,,,,,,,,,,,,,,
ガンランス,大骨銃槍,0,3,2,1,0,230,0,ガード性能,3,攻撃,1,,,,,,,,,,,,,,,,,,,
ガンランス,トライバヨネットⅠ,0,0,0,0,0,120,0,ガード強化,1,,,,,,,,,,,,,,,,,,,,,
ガンランス,トライバヨネットⅡ,0,1,0,0,0,160,0,ガード強化,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,トライバヨネットⅢ,0,2,1,0,0,190,0,ガード強化,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,トライエッジ,0,3,2,1,0,220,0,ガード強化,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,ケマスカニョンⅠ,0,0,0,0,0,100,0,ガード性能,1,,,,,,,,,,,,,,,,,,,,,
ガンランス,ケマスカニョンⅡ,0,0,0,0,0,140,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,ケマスカニョンⅢ,0,2,1,0,0,170,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,ケマスカニョンⅣ,0,3,2,0,0,200,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,炎尾銃槍ケマドーラ,0,3,2,1,0,220,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,バーラバーストⅠ,0,0,0,0,0,110,0,攻めの守勢,1,,,,,,,,,,,,,,,,,,,,,
ガンランス,バーラバーストⅡ,0,1,0,0,0,150,0,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,バーラバーストⅢ,0,2,1,0,0,160,0,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,バーラバーストⅣ,0,3,2,0,0,190,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,沙海銃槍ヴィスキャノ,0,3,2,1,0,210,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,ウズ・ファルマタⅠ,0,0,0,0,0,170,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,ウズ・ファルマタⅡ,0,2,1,0,0,200,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,ウズ・ファルマタⅢ,0,3,2,0,0,230,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,波濤銃槍ファルマタ,0,3,2,1,0,250,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,シェルガンバードⅠ,0,0,0,0,0,120,0,抜刀術【技】,1,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
ガンランス,シェルガンバードⅡ,0,2,1,0,0,150,0,抜刀術【技】,1,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
ガンランス,シェルガンバードⅢ,0,3,2,0,0,180,0,抜刀術【技】,2,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
ガンランス,ソリッドガンバード,0,3,2,1,0,200,0,抜刀術【技】,2,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
ガンランス,赫炎の銃槍Ⅰ,0,0,0,0,0,130,0,砲弾装填,1,攻めの守勢,1,,,,,,,,,,,,,,,,,,,
ガンランス,赫炎の銃槍Ⅱ,0,2,1,0,0,180,0,砲弾装填,2,攻めの守勢,1,,,,,,,,,,,,,,,,,,,
ガンランス,赫炎銃槍カーリカ,0,3,2,1,0,210,0,砲弾装填,2,攻めの守勢,1,,,,,,,,,,,,,,,,,,,
ガンランス,アルラスルークⅠ,0,1,0,0,0,160,0,達人芸,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,
ガンランス,アルラスルークⅡ,0,2,1,0,0,180,0,達人芸,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,
ガンランス,シャイニングルーク,0,3,2,1,0,210,0,達人芸,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,
ガンランス,ダハ・ドップⅠ,0,3,2,0,0,190,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,断崖のロハルマ,0,3,2,1,0,210,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,ガルシュアスタⅠ,0,1,1,0,0,170,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,ガルシュアスタⅡ,0,2,2,0,0,210,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,護鎖刃銃槍ガルホート,0,3,3,1,0,240,0,ガード性能,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,ハードヒッターⅠ,0,2,1,0,0,180,0,抜刀術【力】,2,抜刀術【技】,1,,,,,,,,,,,,,,,,,,,
ガンランス,ハードヒッターⅡ,0,2,1,0,0,200,0,抜刀術【力】,2,抜刀術【技】,2,,,,,,,,,,,,,,,,,,,
ガンランス,ビッグスラッガー,0,3,2,1,0,230,0,抜刀術【力】,3,抜刀術【技】,2,,,,,,,,,,,,,,,,,,,
ガンランス,プリンセスバーストⅠ,0,2,1,0,0,160,0,会心撃【特殊】,2,毒ダメージ強化,1,,,,,,,,,,,,,,,,,,,
ガンランス,プリンセスバーストⅡ,0,3,2,0,0,190,0,会心撃【特殊】,3,毒ダメージ強化,1,,,,,,,,,,,,,,,,,,,
ガンランス,オルトリンデ,0,3,2,1,0,210,0,会心撃【特殊】,3,毒ダメージ強化,1,,,,,,,,,,,,,,,,,,,
ガンランス,ハルマ＝アルジャナルⅠ,0,2,1,0,0,180,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,護雷銃槍ハルマガルデ,0,3,2,1,0,210,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,ホワイトガンランスⅠ,0,2,1,0,0,220,0,ガード強化,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,ホワイトキャノン,0,3,2,1,0,240,0,ガード強化,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,レッドルークⅠ,0,2,1,0,0,180,0,超会心,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,クリムゾンルーク,0,3,2,1,0,200,0,超会心,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,アームofティランⅠ,0,3,2,0,0,180,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,アームofトリーズ,0,3,2,1,0,200,0,会心撃【属性】,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,アルシュアスタⅠ,0,3,2,0,0,200,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,パルジーガンランスⅠ,0,0,0,0,0,100,0,攻めの守勢,1,,,,,,,,,,,,,,,,,,,,,
ガンランス,パルジーガンランスⅡ,0,0,0,0,0,130,0,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,パルジーガンランスⅢ,0,2,1,0,0,160,0,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,
ガンランス,パルジーガンランスⅣ,0,3,2,0,0,190,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,黒痺銃槍インペディア,0,3,2,1,0,210,0,攻めの守勢,3,,,,,,,,,,,,,,,,,,,,,
ガンランス,アーティアキャノンⅠ,0,2,2,2,0,170,0,,,,,,,,,,,,,,,,,,,,,,,
ガンランス,アーティアキャノンⅡ,0,2,2,2,0,180,0,,,,,,,,,,,,,,,,,,,,,,,
ガンランス,アル＝ジェネシス,0,3,3,3,0,190,0,,,,,,,,,,,,,,,,,,,,,,,
ガンランス,エスペラガンランス,0,3,2,1,0,210,0,砥石使用高速化,2,見切り,2,,,,,,,,,,,,,,,,,,,
ガンランス,鎖刃銃槍ボゥホート,0,3,2,1,0,220,0,ガード性能,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ホープアックスⅠ,0,0,0,0,0,90,0,,,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ホープアックスⅡ,0,0,0,0,0,100,0,砥石使用高速化,1,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ホープアックスⅢ,0,0,0,0,0,130,0,砥石使用高速化,1,見切り,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ホープアックスⅣ,0,2,1,0,0,160,0,砥石使用高速化,2,見切り,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ホープアックスⅤ,0,3,2,0,0,190,0,砥石使用高速化,2,見切り,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ボーンアックスⅠ,0,0,0,0,0,110,0,集中,1,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ボーンアックスⅡ,0,0,0,0,0,130,0,集中,1,攻撃,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ボーンアックスⅢ,0,1,0,0,0,170,0,集中,2,攻撃,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ボーンアックスⅣ,0,2,1,0,0,200,0,集中,3,攻撃,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ボーンスマッシャー,0,3,2,1,0,230,0,集中,3,攻撃,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,アイアンアクセルⅠ,0,0,0,0,0,120,0,高速変形,1,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,アイアンアクセルⅡ,0,1,0,0,0,160,0,高速変形,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,アイアンアクセルⅢ,0,2,1,0,0,190,0,高速変形,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,クロムアクセル,0,3,2,1,0,220,0,高速変形,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ラバラ・アッシェⅠ,0,0,0,0,0,100,0,抜刀術【技】,1,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ラバラ・アッシェⅡ,0,0,0,0,0,120,0,抜刀術【技】,1,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ラバラ・アッシェⅢ,0,2,1,0,0,150,0,抜刀術【技】,1,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ラバラ・アッシェⅣ,0,3,2,0,0,180,0,抜刀術【技】,2,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,刺花剣斧セレノスミア,0,3,2,1,0,200,0,抜刀術【技】,2,会心撃【特殊】,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ゴルババンダールⅠ,0,0,0,0,0,120,0,抜刀術【力】,1,抜刀術【技】,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ゴルババンダールⅡ,0,2,1,0,0,170,0,抜刀術【力】,2,抜刀術【技】,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,グンダババンダール,0,3,2,1,0,220,0,抜刀術【力】,2,抜刀術【技】,2,,,,,,,,,,,,,,,,,,,
スラッシュアックス,闢暴斧Ⅰ,0,0,0,0,0,140,0,強化持続,1,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,闢暴斧Ⅱ,0,1,0,0,0,180,0,強化持続,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,闢暴斧Ⅲ,0,2,1,0,0,210,0,強化持続,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ウズ・オラアチャⅠ,0,0,0,0,0,160,0,強化持続,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ウズ・オラアチャⅡ,0,2,1,0,0,190,0,強化持続,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ウズ・オラアチャⅢ,0,3,2,0,0,220,0,強化持続,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,波濤剣斧オラアチャ,0,3,2,1,0,240,0,強化持続,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,風戟剣斧Ⅰ,0,0,0,0,0,140,0,集中,2,飛燕,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,風戟剣斧Ⅱ,0,2,1,0,0,170,0,集中,2,飛燕,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,風戟剣斧Ⅲ,0,3,2,0,0,200,0,集中,3,飛燕,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,風戟剣斧サキバミ,0,3,2,1,0,220,0,集中,3,飛燕,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ヌ・ザンユⅠ,0,1,0,0,0,170,0,高速変形,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ヌ・ザンユⅡ,0,3,2,0,0,200,0,高速変形,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,獄焔剣斧ザンユ,0,3,2,1,0,220,0,高速変形,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,護闢暴斧Ⅰ,0,1,0,0,0,180,0,集中,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,護闢暴斧Ⅱ,0,2,2,0,0,220,0,集中,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,護闢暴斧ガルグマケン,0,3,3,1,0,250,0,集中,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,アルラスグレイブⅠ,0,1,0,0,0,160,0,達人芸,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,アルラスグレイブⅡ,0,2,1,0,0,180,0,達人芸,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,リオヴァイスグレイブ,0,3,2,1,0,210,0,達人芸,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,
スラッシュアックス,虚無の剣斧Ⅰ,0,1,0,0,0,160,0,強化持続,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,虚無の剣斧Ⅱ,0,2,1,0,0,190,0,強化持続,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,暗斧ブルトゥクス,0,3,2,1,0,210,0,強化持続,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ガルシュセキュリスⅠ,0,1,1,0,0,170,0,集中,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ガルシュセキュリスⅡ,0,2,2,0,0,210,0,集中,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,護鎖刃剣斧ガルヴァル,0,3,3,1,0,230,0,集中,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ビークアックスⅠ,0,2,1,0,0,180,0,強化持続,2,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ビークアックスⅡ,0,3,2,0,0,210,0,強化持続,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,ビークックアックス,0,3,2,1,0,220,0,強化持続,3,,,,,,,,,,,,,,,,,,,,,
スラッシュアックス,竜姫の剣斧Ⅰ,0,2,1,0,0,160,0,会心撃【特殊】,2,毒ダメージ強化,1,,,,,,,,,,,,,,,,,,,
